ID,StartDate,EndDate,Duration (in seconds),Finished,UserLanguage,Consent,"non,blameAc","ignorant,blame,AC",non13p,ignorant13pAC,Gender,Age
53,2026-03-17 09:16:39,2026-03-17 09:19:41,181,1,EN-GB,1,,,1,,2,22
54,2026-03-17 09:12:22,2026-03-17 09:19:44,441,1,EN-GB,1,,6,,,2,35
55,2026-03-17 09:17:48,2026-03-17 09:19:50,122,1,EN-GB,1,,,,1,2,61
56,2026-03-17 09:16:21,2026-03-17 09:20:35,254,1,EN-GB,1,,,,4,1,49
57,2026-03-17 09:18:44,2026-03-17 09:20:41,117,1,EN-GB,1,,7,,,2,36
58,2026-03-17 09:16:29,2026-03-17 09:20:44,255,1,EN-GB,1,,,1,,1,37
59,2026-03-17 09:18:31,2026-03-17 09:21:30,178,1,EN-GB,1,,7,,,2,44
60,2026-03-17 09:18:10,2026-03-17 09:21:48,217,1,EN-GB,1,7,,,,2,29
61,2026-03-17 09:17:49,2026-03-17 09:21:48,239,1,EN-GB,1,,7,,,2,39
62,2026-03-17 09:20:43,2026-03-17 09:21:49,65,1,EN-GB,1,,,1,,2,20
63,2026-03-17 09:16:28,2026-03-17 09:22:50,382,1,EN-GB,1,,,,1,2,41
64,2026-03-17 09:19:28,2026-03-17 09:22:53,204,1,EN-GB,1,,,,2,2,31
65,2026-03-17 09:18:06,2026-03-17 09:23:27,321,1,EN-GB,1,7,,,,1,47
66,2026-03-17 09:20:36,2026-03-17 09:24:06,210,1,EN-GB,1,,7,,,1,39
67,2026-03-17 09:19:19,2026-03-17 09:24:32,312,1,EN-GB,1,7,,,,1,56
68,2026-03-17 09:21:32,2026-03-17 09:24:42,189,1,EN-GB,1,,,,1,1,23
69,2026-03-17 09:22:10,2026-03-17 09:24:56,165,1,EN-GB,1,,6,,,1,40
70,2026-03-17 09:20:57,2026-03-17 09:26:01,304,1,EN-GB,1,,,1,,2,40
71,2026-03-17 09:22:46,2026-03-17 09:27:14,268,1,EN-GB,1,7,,,,1,43
72,2026-03-17 09:19:12,2026-03-17 09:27:17,484,1,EN-GB,1,7,,,,2,27
73,2026-03-17 09:23:34,2026-03-17 09:27:32,238,1,EN-GB,1,,5,,,2,57
74,2026-03-17 09:18:50,2026-03-17 09:28:02,552,1,EN-GB,1,,,1,,1,53
75,2026-03-17 09:25:28,2026-03-17 09:28:03,155,1,EN-GB,1,,,7,,1,40
76,2026-03-17 09:22:18,2026-03-17 09:28:09,350,1,EN-GB,1,7,,,,2,41
77,2026-03-17 09:27:39,2026-03-17 09:28:46,66,1,EN-GB,1,7,,,,2,19
78,2026-03-17 09:26:38,2026-03-17 09:28:55,136,1,EN-GB,1,,4,,,1,43
79,2026-03-17 09:25:09,2026-03-17 09:29:05,236,1,EN-GB,1,7,,,,2,55
80,2026-03-17 09:27:25,2026-03-17 09:29:40,135,1,EN-GB,1,,,,1,1,26
81,2026-03-17 09:28:05,2026-03-17 09:29:48,102,1,EN-GB,1,,,1,,2,20
82,2026-03-17 09:23:39,2026-03-17 09:29:54,374,1,EN-GB,1,,,,1,1,31
83,2026-03-17 09:28:12,2026-03-17 09:30:15,123,1,EN-GB,1,,6,,,2,23
84,2026-03-17 09:28:10,2026-03-17 09:30:15,124,1,EN-GB,1,7,,,,1,29
85,2026-03-17 09:28:34,2026-03-17 09:30:22,107,1,EN-GB,1,,,1,,2,31
86,2026-03-17 09:27:36,2026-03-17 09:30:42,185,1,EN-GB,1,,5,,,2,36
87,2026-03-17 09:25:33,2026-03-17 09:30:55,322,1,EN-GB,1,,,,7,2,31
88,2026-03-17 09:29:11,2026-03-17 09:32:07,176,1,EN-GB,1,,,,1,2,22
89,2026-03-17 09:26:15,2026-03-17 09:32:28,373,1,EN-GB,1,7,,,,1,38
90,2026-03-17 09:29:38,2026-03-17 09:32:37,179,1,EN-GB,1,,,1,,2,35
91,2026-03-17 09:29:45,2026-03-17 09:32:56,191,1,EN-GB,1,,7,,,1,28
92,2026-03-17 09:31:01,2026-03-17 09:32:59,117,1,EN-GB,1,,,,1,2,76
93,2026-03-17 09:13:40,2026-03-17 09:32:59,1159,1,EN-GB,1,,,,2,2,41
94,2026-03-17 09:31:30,2026-03-17 09:33:28,118,1,EN-GB,1,,,1,,1,38
95,2026-03-17 09:30:49,2026-03-17 09:33:31,161,1,EN-GB,1,,,1,,2,37
96,2026-03-17 09:29:59,2026-03-17 09:33:36,216,1,EN-GB,1,,,,5,1,28
97,2026-03-17 09:31:26,2026-03-17 09:33:39,133,1,EN-GB,1,,4,,,2,48
98,2026-03-17 09:24:49,2026-03-17 09:33:48,538,1,EN-GB,1,,,1,,2,18
99,2026-03-17 09:29:43,2026-03-17 09:34:24,280,1,EN-GB,1,,7,,,2,44
100,2026-03-17 09:30:39,2026-03-17 09:34:32,232,1,EN-GB,1,6,,,,1,26
101,2026-03-17 09:32:10,2026-03-17 09:34:41,151,1,EN-GB,1,7,,,,1,73
102,2026-03-17 09:32:24,2026-03-17 09:35:22,178,1,EN-GB,1,,,1,,2,54
103,2026-03-17 09:31:32,2026-03-17 09:35:35,243,1,EN-GB,1,7,,,,1,24
104,2026-03-17 09:32:33,2026-03-17 09:35:52,198,1,EN-GB,1,,,1,,1,48
105,2026-03-17 09:30:38,2026-03-17 09:35:53,314,1,EN-GB,1,,5,,,1,38
106,2026-03-17 09:33:32,2026-03-17 09:37:19,227,1,EN-GB,1,,,,2,2,31
107,2026-03-17 09:36:05,2026-03-17 09:37:28,83,1,EN-GB,1,,,1,,2,29
108,2026-03-17 09:35:55,2026-03-17 09:37:41,106,1,EN-GB,1,,2,,,2,40
109,2026-03-17 09:35:17,2026-03-17 09:38:43,205,1,EN-GB,1,,,,2,1,45
110,2026-03-17 09:36:49,2026-03-17 09:39:00,130,1,EN-GB,1,,,,1,1,53
111,2026-03-17 09:36:31,2026-03-17 09:39:07,156,1,EN-GB,1,,7,,,1,35
112,2026-03-17 09:36:21,2026-03-17 09:39:21,179,1,EN-GB,1,,,,4,2,48
113,2026-03-17 09:31:05,2026-03-17 09:39:25,500,1,EN-GB,1,,5,,,1,52
114,2026-03-17 09:36:41,2026-03-17 09:39:42,181,1,EN-GB,1,7,,,,2,19
115,2026-03-17 09:39:07,2026-03-17 09:40:21,73,1,EN-GB,1,,,1,,1,35
116,2026-03-17 09:38:58,2026-03-17 09:40:29,91,1,EN-GB,1,7,,,,1,47
117,2026-03-17 09:34:24,2026-03-17 09:40:52,387,1,EN-GB,1,7,,,,1,44
118,2026-03-17 09:37:32,2026-03-17 09:40:56,204,1,EN-GB,1,,4,,,2,28
119,2026-03-17 09:39:30,2026-03-17 09:41:00,89,1,EN-GB,1,7,,,,1,60
120,2026-03-17 09:32:11,2026-03-17 09:41:13,542,1,EN-GB,1,,,,1,1,65
121,2026-03-17 09:39:41,2026-03-17 09:41:17,96,1,EN-GB,1,,7,,,2,38
122,2026-03-17 09:40:38,2026-03-17 09:42:01,83,1,EN-GB,1,,,1,,2,20
123,2026-03-17 09:39:22,2026-03-17 09:42:05,163,1,EN-GB,1,,,,1,1,39
124,2026-03-17 09:38:46,2026-03-17 09:42:06,199,1,EN-GB,1,,,1,,2,34
125,2026-03-17 09:39:56,2026-03-17 09:42:42,166,1,EN-GB,1,7,,,,2,45
126,2026-03-17 09:41:00,2026-03-17 09:43:02,121,1,EN-GB,1,,,,1,1,44
127,2026-03-17 09:41:40,2026-03-17 09:43:16,96,1,EN-GB,1,7,,,,2,52
128,2026-03-17 09:41:02,2026-03-17 09:43:19,136,1,EN-GB,1,,7,,,1,44
129,2026-03-17 09:41:31,2026-03-17 09:43:57,146,1,EN-GB,1,,,,1,2,36
130,2026-03-17 09:41:50,2026-03-17 09:44:11,141,1,EN-GB,1,,,2,,2,54
131,2026-03-17 09:40:26,2026-03-17 09:44:27,241,1,EN-GB,1,,5,,,2,38
132,2026-03-17 09:41:56,2026-03-17 09:45:05,188,1,EN-GB,1,,7,,,1,63
133,2026-03-17 09:43:45,2026-03-17 09:45:20,95,1,EN-GB,1,,,,3,2,20
134,2026-03-17 09:43:21,2026-03-17 09:45:49,147,1,EN-GB,1,7,,,,2,40
135,2026-03-17 09:44:32,2026-03-17 09:46:08,96,1,EN-GB,1,,5,,,2,27
136,2026-03-17 09:33:38,2026-03-17 09:46:33,775,1,EN-GB,1,,,1,,1,46
137,2026-03-17 09:46:09,2026-03-17 09:47:22,73,1,EN-GB,1,,,,1,2,24
138,2026-03-17 09:45:47,2026-03-17 09:47:23,95,1,EN-GB,1,,,1,,2,41
139,2026-03-17 09:45:07,2026-03-17 09:48:07,180,1,EN-GB,1,7,,,,3,42
140,2026-03-17 09:42:27,2026-03-17 09:48:09,341,1,EN-GB,1,,,1,,2,62
141,2026-03-17 09:43:38,2026-03-17 09:48:34,296,1,EN-GB,1,,,,1,1,43
142,2026-03-17 09:34:16,2026-03-17 09:49:48,932,1,EN-GB,1,7,,,,1,45
143,2026-03-17 09:45:25,2026-03-17 09:50:13,287,1,EN-GB,1,7,,,,1,67
144,2026-03-17 09:46:28,2026-03-17 09:50:28,239,1,EN-GB,1,,7,,,1,39
145,2026-03-17 09:49:34,2026-03-17 09:52:01,147,1,EN-GB,1,,,1,,1,26
146,2026-03-17 09:48:29,2026-03-17 09:54:57,387,1,EN-GB,1,7,,,,2,26
147,2026-03-17 09:53:49,2026-03-17 09:56:08,139,1,EN-GB,1,,,,1,2,23
148,2026-03-17 09:53:08,2026-03-17 09:56:38,209,1,EN-GB,1,,,2,,1,41
149,2026-03-17 09:48:08,2026-03-17 09:58:36,628,1,EN-GB,1,,6,,,1,33
150,2026-03-17 09:56:55,2026-03-17 09:58:39,104,1,EN-GB,1,,7,,,2,35
151,2026-03-17 09:55:32,2026-03-17 09:58:41,188,1,EN-GB,1,,,,2,1,24
152,2026-03-17 09:53:04,2026-03-17 09:58:53,348,1,EN-GB,1,,7,,,1,23
153,2026-03-17 09:54:40,2026-03-17 09:58:56,255,1,EN-GB,1,7,,,,2,34
154,2026-03-17 09:57:48,2026-03-17 09:59:01,73,1,EN-GB,1,,,1,,1,41
155,2026-03-17 09:49:55,2026-03-17 09:59:32,576,1,EN-GB,1,6,,,,2,35
156,2026-03-17 09:55:04,2026-03-17 10:00:46,342,1,EN-GB,1,,,,1,2,59
157,2026-03-17 09:58:47,2026-03-17 10:00:58,131,1,EN-GB,1,,7,,,1,24
158,2026-03-17 09:55:00,2026-03-17 10:01:04,363,1,EN-GB,1,,,,1,2,77
159,2026-03-17 09:56:16,2026-03-17 10:01:30,313,1,EN-GB,1,,,1,,1,37
160,2026-03-17 09:58:37,2026-03-17 10:01:30,172,1,EN-GB,1,7,,,,1,25
161,2026-03-17 09:55:54,2026-03-17 10:01:48,353,1,EN-GB,1,,,1,,1,39
162,2026-03-17 10:02:20,2026-03-17 10:03:42,82,1,EN-GB,1,,5,,,2,19
163,2026-03-17 10:02:17,2026-03-17 10:04:10,113,1,EN-GB,1,,,,1,2,38
164,2026-03-17 09:57:05,2026-03-17 10:05:45,519,1,EN-GB,1,7,,,,1,34
165,2026-03-17 10:04:41,2026-03-17 10:08:07,206,1,EN-GB,1,7,,,,1,24
166,2026-03-17 09:56:59,2026-03-17 10:09:03,724,1,EN-GB,1,,5,,,2,34
167,2026-03-17 10:00:53,2026-03-17 10:09:06,493,1,EN-GB,1,,,4,,2,45
168,2026-03-17 10:05:28,2026-03-17 10:10:07,279,1,EN-GB,1,,,,1,1,32
169,2026-03-17 10:07:38,2026-03-17 10:10:07,149,1,EN-GB,1,,,1,,2,21
170,2026-03-17 10:07:46,2026-03-17 10:10:18,152,1,EN-GB,1,,,,2,2,69
171,2026-03-17 10:07:22,2026-03-17 10:10:32,190,1,EN-GB,1,,7,,,1,39
172,2026-03-17 10:07:20,2026-03-17 10:11:02,222,1,EN-GB,1,7,,,,2,33
173,2026-03-17 10:08:10,2026-03-17 10:11:02,172,1,EN-GB,1,,7,,,1,28
174,2026-03-17 10:02:16,2026-03-17 10:11:26,549,1,EN-GB,1,,,1,,1,37
175,2026-03-17 10:06:58,2026-03-17 10:11:35,276,1,EN-GB,1,,,,2,1,26
176,2026-03-17 10:09:44,2026-03-17 10:12:19,154,1,EN-GB,1,,,1,,2,36
177,2026-03-17 10:09:18,2026-03-17 10:12:56,217,1,EN-GB,1,,,,6,1,57
178,2026-03-17 10:07:40,2026-03-17 10:14:22,401,1,EN-GB,1,7,,,,1,36
179,2026-03-17 10:10:42,2026-03-17 10:14:32,230,1,EN-GB,1,7,,,,2,41
180,2026-03-17 10:10:03,2026-03-17 10:15:16,313,1,EN-GB,1,,,1,,1,37
181,2026-03-17 10:14:29,2026-03-17 10:15:50,81,1,EN-GB,1,7,,,,2,33
182,2026-03-17 10:12:00,2026-03-17 10:16:19,258,1,EN-GB,1,,7,,,1,37
183,2026-03-17 10:13:42,2026-03-17 10:16:45,182,1,EN-GB,1,,,1,,1,65
184,2026-03-17 10:16:01,2026-03-17 10:17:41,99,1,EN-GB,1,,,,2,2,42
185,2026-03-17 10:16:34,2026-03-17 10:19:45,190,1,EN-GB,1,7,,,,1,56
186,2026-03-17 10:14:40,2026-03-17 10:20:16,336,1,EN-GB,1,,,,9,2,19
187,2026-03-17 10:16:47,2026-03-17 10:21:05,257,1,EN-GB,1,,,1,,2,74
188,2026-03-17 10:17:51,2026-03-17 10:21:12,201,1,EN-GB,1,,7,,,1,46
189,2026-03-17 10:15:07,2026-03-17 10:21:30,383,1,EN-GB,1,,5,,,1,33
190,2026-03-17 10:12:39,2026-03-17 10:22:16,577,1,EN-GB,1,,7,,,2,24
191,2026-03-17 10:19:52,2026-03-17 10:22:19,146,1,EN-GB,1,,,,6,2,44
192,2026-03-17 10:19:29,2026-03-17 10:23:15,225,1,EN-GB,1,7,,,,1,40
193,2026-03-17 10:19:18,2026-03-17 10:23:29,251,1,EN-GB,1,7,,,,1,44
194,2026-03-17 10:19:34,2026-03-17 10:23:56,261,1,EN-GB,1,,,,1,3,24
195,2026-03-17 10:18:57,2026-03-17 10:26:31,453,1,EN-GB,1,,,2,,2,38
196,2026-03-17 10:20:59,2026-03-17 10:26:49,350,1,EN-GB,1,,,1,,2,33
197,2026-03-17 10:24:47,2026-03-17 10:26:56,128,1,EN-GB,1,,5,,,2,23
198,2026-03-17 10:25:06,2026-03-17 10:27:06,120,1,EN-GB,1,7,,,,1,24
199,2026-03-17 10:25:52,2026-03-17 10:27:08,75,1,EN-GB,1,,,,1,1,34
200,2026-03-17 10:25:09,2026-03-17 10:29:29,259,1,EN-GB,1,,,2,,1,67
201,2026-03-17 10:26:24,2026-03-17 10:29:33,189,1,EN-GB,1,,7,,,1,55
202,2026-03-17 10:27:53,2026-03-17 10:30:04,131,1,EN-GB,1,,,,5,2,32
203,2026-03-17 10:28:58,2026-03-17 10:31:04,125,1,EN-GB,1,7,,,,2,31
204,2026-03-17 10:27:15,2026-03-17 10:31:38,262,1,EN-GB,1,,,1,,1,41
205,2026-03-17 10:28:02,2026-03-17 10:31:39,216,1,EN-GB,1,,7,,,1,20
206,2026-03-17 10:29:40,2026-03-17 10:31:54,134,1,EN-GB,1,,,1,,2,43
207,2026-03-17 10:28:44,2026-03-17 10:32:27,222,1,EN-GB,1,7,,,,1,46
208,2026-03-17 10:29:54,2026-03-17 10:32:46,171,1,EN-GB,1,,,1,,1,33
209,2026-03-17 10:29:21,2026-03-17 10:33:32,251,1,EN-GB,1,,,,1,1,45
210,2026-03-17 10:32:32,2026-03-17 10:35:33,181,1,EN-GB,1,,,,2,3,27
211,2026-03-17 10:33:56,2026-03-17 10:36:06,129,1,EN-GB,1,,7,,,1,35
212,2026-03-17 10:35:03,2026-03-17 10:36:30,86,1,EN-GB,1,7,,,,1,32
213,2026-03-17 10:35:12,2026-03-17 10:37:23,130,1,EN-GB,1,,,1,,1,35
214,2026-03-17 10:32:06,2026-03-17 10:37:25,319,1,EN-GB,1,,7,,,2,33
215,2026-03-17 10:35:59,2026-03-17 10:37:42,102,1,EN-GB,1,7,,,,1,33
216,2026-03-17 10:25:13,2026-03-17 10:38:48,815,1,EN-GB,1,,7,,,2,43
217,2026-03-17 10:32:24,2026-03-17 10:39:12,408,1,EN-GB,1,,,,1,2,21
218,2026-03-17 10:35:48,2026-03-17 10:41:02,314,1,EN-GB,1,,7,,,1,60
219,2026-03-17 10:33:12,2026-03-17 10:41:36,503,1,EN-GB,1,6,,,,2,41
220,2026-03-17 10:40:40,2026-03-17 10:44:10,210,1,EN-GB,1,,,,2,2,25
221,2026-03-17 10:42:31,2026-03-17 10:44:20,108,1,EN-GB,1,,,1,,1,28
222,2026-03-17 10:43:49,2026-03-17 10:45:46,116,1,EN-GB,1,,,2,,1,36
223,2026-03-17 10:45:13,2026-03-17 10:51:43,389,1,EN-GB,1,,4,,,2,52
224,2026-03-17 10:50:24,2026-03-17 10:52:31,127,1,EN-GB,1,7,,,,1,35
225,2026-03-17 10:44:15,2026-03-17 10:52:53,518,1,EN-GB,1,,,,2,1,57
226,2026-03-17 10:51:20,2026-03-17 10:54:40,199,1,EN-GB,1,,,,1,1,36
227,2026-03-17 10:53:01,2026-03-17 10:54:54,112,1,EN-GB,1,,,1,,2,45
228,2026-03-17 10:55:33,2026-03-17 10:56:31,57,1,EN-GB,1,7,,,,1,39
229,2026-03-17 10:54:58,2026-03-17 10:57:31,152,1,EN-GB,1,6,,,,2,43
230,2026-03-17 10:51:32,2026-03-17 10:58:01,389,1,EN-GB,1,,4,,,2,44
231,2026-03-17 10:55:56,2026-03-17 10:58:20,143,1,EN-GB,1,,7,,,1,50
232,2026-03-17 10:57:54,2026-03-17 11:00:13,138,1,EN-GB,1,,,,1,1,49
233,2026-03-17 11:02:08,2026-03-17 11:03:50,101,1,EN-GB,1,,,1,,2,23
234,2026-03-17 11:02:07,2026-03-17 11:04:42,155,1,EN-GB,1,,,1,,2,50
235,2026-03-17 11:01:16,2026-03-17 11:05:46,269,1,EN-GB,1,,,,1,1,37
236,2026-03-17 11:03:48,2026-03-17 11:07:51,242,1,EN-GB,1,7,,,,1,43
237,2026-03-17 11:04:50,2026-03-17 11:09:56,305,1,EN-GB,1,,5,,,1,23
238,2026-03-17 10:54:34,2026-03-17 11:10:26,951,1,EN-GB,1,,,1,,2,52
239,2026-03-17 11:07:19,2026-03-17 11:11:19,239,1,EN-GB,1,,7,,,2,46
240,2026-03-17 11:08:03,2026-03-17 11:11:46,222,1,EN-GB,1,,,,1,1,55
241,2026-03-17 11:11:04,2026-03-17 11:12:28,84,1,EN-GB,1,,,1,,3,41
242,2026-03-17 11:07:00,2026-03-17 11:12:47,347,1,EN-GB,1,7,,,,2,25
243,2026-03-17 11:12:49,2026-03-17 11:14:56,126,1,EN-GB,1,7,,,,2,43
244,2026-03-17 11:13:29,2026-03-17 11:18:55,325,1,EN-GB,1,,7,,,1,44
245,2026-03-17 11:19:37,2026-03-17 11:25:57,379,1,EN-GB,1,,,1,,1,18
246,2026-03-17 11:06:01,2026-03-17 11:28:42,1360,1,EN-GB,1,,,,1,1,44
247,2026-03-17 11:27:37,2026-03-17 11:33:52,374,1,EN-GB,1,,7,,,1,43
248,2026-03-17 11:31:36,2026-03-17 11:34:26,170,1,EN-GB,1,7,,,,1,36
249,2026-03-17 11:21:19,2026-03-17 11:36:11,891,1,EN-GB,1,,,,1,2,26
250,2026-03-17 11:34:19,2026-03-17 11:37:30,190,1,EN-GB,1,,,,1,2,35
251,2026-03-17 11:35:53,2026-03-17 11:40:12,259,1,EN-GB,1,,7,,,1,43
252,2026-03-17 11:42:29,2026-03-17 11:47:20,290,1,EN-GB,1,7,,,,2,79
253,2026-03-17 11:44:53,2026-03-17 11:48:22,209,1,EN-GB,1,,,1,,2,47
254,2026-03-17 11:47:16,2026-03-17 11:48:30,74,1,EN-GB,1,7,,,,2,27
255,2026-03-17 11:43:21,2026-03-17 11:48:55,333,1,EN-GB,1,,,1,,2,72
256,2026-03-17 11:56:05,2026-03-17 11:59:05,180,1,EN-GB,1,,7,,,1,48
257,2026-03-17 11:55:45,2026-03-17 11:59:22,217,1,EN-GB,1,,,,1,1,46
258,2026-03-17 11:56:55,2026-03-17 11:59:32,157,1,EN-GB,1,,2,,,2,44
259,2026-03-17 11:59:14,2026-03-17 12:02:48,214,1,EN-GB,1,,,,1,1,36
260,2026-03-17 11:58:18,2026-03-17 12:04:16,358,1,EN-GB,1,,,1,,1,33
261,2026-03-17 12:01:22,2026-03-17 12:04:39,196,1,EN-GB,1,,,1,,1,35
262,2026-03-17 12:05:43,2026-03-17 12:10:01,257,1,EN-GB,1,7,,,,2,40
263,2026-03-17 12:13:28,2026-03-17 12:16:22,173,1,EN-GB,1,,4,,,2,19
264,2026-03-17 12:13:45,2026-03-17 12:16:26,161,1,EN-GB,1,,,,1,2,73
265,2026-03-17 12:11:24,2026-03-17 12:18:49,444,1,EN-GB,1,,,1,,2,52
266,2026-03-17 12:19:46,2026-03-17 12:21:51,124,1,EN-GB,1,,,,1,2,30
267,2026-03-17 12:20:42,2026-03-17 12:22:54,131,1,EN-GB,1,,7,,,1,50
268,2026-03-17 12:20:35,2026-03-17 12:23:00,145,1,EN-GB,1,7,,,,1,29
269,2026-03-17 12:20:34,2026-03-17 12:24:10,215,1,EN-GB,1,,,3,,2,35
270,2026-03-17 12:18:20,2026-03-17 12:25:54,453,1,EN-GB,1,,5,,,2,31
271,2026-03-17 12:26:00,2026-03-17 12:28:30,150,1,EN-GB,1,7,,,,1,45
272,2026-03-17 12:22:56,2026-03-17 12:29:50,413,1,EN-GB,1,,,,1,1,50
273,2026-03-17 12:27:26,2026-03-17 12:30:11,164,1,EN-GB,1,,,1,,1,35
274,2026-03-17 12:29:11,2026-03-17 12:32:00,168,1,EN-GB,1,,,,1,2,47
275,2026-03-17 12:40:37,2026-03-17 12:44:05,208,1,EN-GB,1,,7,,,1,68
276,2026-03-17 12:47:03,2026-03-17 12:48:25,82,1,EN-GB,1,7,,,,1,30
277,2026-03-17 13:00:40,2026-03-17 13:02:42,121,1,EN-GB,1,7,,,,2,23
278,2026-03-17 13:00:36,2026-03-17 13:03:09,152,1,EN-GB,1,,,1,,2,46
279,2026-03-17 13:00:49,2026-03-17 13:04:52,243,1,EN-GB,1,,7,,,2,56
