ID,StartDate,EndDate,Duration (in seconds),Finished,UserLanguage,Consent,racism.1-pAction,racism.1-pBeliefs,racism.1-agreement,racism.2-pAction,racism.2-pBeliefs,racism.2-agreement,racism.3-pAction,racism.3-pBeliefs,racism.3-agreement,racism.4-pAction,racism.4-pBeliefs,racism.4-agreement,racism.5-pAction,racism.5-pBeliefs,racism.5-agreement,racism.6-pAction,racism.6-pBeliefs,racism.6-agreement,racism.7-pAction,racism.7-pBeliefs,racism.7-agreement,racism.8-pAction,racism.8-pBeliefs,racism.8-agreement,racism.9-pAction,racism.9-pBeliefs,racism.9-agreement,racism.10-pAction,racism.10-pBeliefs,racism.10-agreement,racism.11-pAction,racism.11-pBeliefs,racism.11-agreement,racism.12-pAction,racism.12-pBeliefs,racism.12-agreement,racism.13-pAction,racism.13-pBeliefs,racism.13-agreement,racism.14-pAction,racism.14-pBeliefs,racism.14-agreement,racism.15-pAction,racism.15-pBeliefs,racism.15-agreement,racism.16-pAction,racism.16-pBeliefs,racism.16-agreement,racism.17-pAction,racism.17-pBeliefs,racism.17-agreement,racism.18-pAction,racism.18-pBeliefs,racism.18-agreement,racism.19-pAction,racism.19-pBeliefs,racism.19-agreement,racism.20-pAction,racism.20-pBeliefs,racism.20-agreement,racism.21-pAction,racism.21-pBeliefs,racism.21-agreement,racism.22-pAction,racism.22-pBeliefs,racism.22-agreement,racism.23-pAction,racism.23-pBeliefs,racism.23-agreement,racism.24-pAction,racism.24-pBeliefs,racism.24-agreement,racism.24-comp,Gender,Age,Education,Experience-racism,freeWill,determinism,politics,MoralRealism
23,2026-03-15 21:56:55,2026-03-15 21:59:01,125,1,EN-GB,1,,,,,,,11,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,39,4,1,6,6,5,2
24,2026-03-15 21:55:21,2026-03-15 21:59:08,226,1,EN-GB,1,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,62,4,2,5,3,3,2
25,2026-03-15 21:56:13,2026-03-15 21:59:21,188,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,21,4,1,4,5,2,1
26,2026-03-15 21:55:35,2026-03-15 21:59:25,229,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,13,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,47,2,1,4,7,7,1
27,2026-03-15 21:56:44,2026-03-15 21:59:32,167,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,10,,,,,,,,,,,,,,,,,,,,,,,,,1,1,30,5,2,6,6,4,1
28,2026-03-15 21:55:37,2026-03-15 21:59:33,235,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,7,,,,,,,,,,,,,1,2,50,3,1,6,4,4,1
29,2026-03-15 21:56:13,2026-03-15 21:59:36,203,1,EN-GB,1,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,45,7,1,5,6,2,2
30,2026-03-15 21:56:48,2026-03-15 21:59:37,168,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,28,4,2,3,3,3,3
31,2026-03-15 21:55:24,2026-03-15 21:59:37,253,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,,,,,,,,,,,,,,,,1,1,36,2,1,4,3,3,1
32,2026-03-15 21:56:38,2026-03-15 21:59:46,188,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,30,4,1,7,7,7,1
33,2026-03-15 21:56:20,2026-03-15 21:59:53,213,1,EN-GB,1,,,,,,,,,,,,,,,,1,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,33,2,2,7,3,1,2
34,2026-03-15 21:55:59,2026-03-15 21:59:55,236,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,11,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,26,2,2,4,5,4,2
35,2026-03-15 21:55:45,2026-03-15 21:59:58,253,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,2,2,6,5,1,3
36,2026-03-15 21:56:31,2026-03-15 22:00:03,211,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,65,5,1,7,4,7,1
37,2026-03-15 21:55:29,2026-03-15 22:00:03,274,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,9,,,,,,,,,,,,,1,3,21,2,2,5,4,1,2
38,2026-03-15 21:55:15,2026-03-15 22:00:06,290,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,,,,,,,,,,1,2,43,4,1,6,6,5,2
39,2026-03-15 21:56:43,2026-03-15 22:00:10,207,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,1,1,57,3,2,6,5,5,2
40,2026-03-15 21:56:24,2026-03-15 22:00:10,226,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,27,3,1,4,6,5,1
41,2026-03-15 21:56:20,2026-03-15 22:00:15,234,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,12,,,,,,,,,,,,,,,,,,,,,,,,,1,1,48,5,2,6,5,2,2
42,2026-03-15 21:56:43,2026-03-15 22:00:16,213,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,1,2,36,3,2,6,6,2,2
43,2026-03-15 21:56:24,2026-03-15 22:00:17,232,1,EN-GB,1,,,,,,,,,,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,47,4,2,5,5,3,2
44,2026-03-15 21:56:06,2026-03-15 22:00:18,251,1,EN-GB,1,,,,,,,,,,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,29,4,2,4,5,2,2
45,2026-03-15 21:57:05,2026-03-15 22:00:20,194,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,37,3,2,2,3,2,2
46,2026-03-15 21:55:28,2026-03-15 22:00:21,293,1,EN-GB,1,,,,,,,,,,,,,1,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,56,3,1,5,4,6,2
47,2026-03-15 21:56:15,2026-03-15 22:00:23,248,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,8,,,,,,,,,,,,,1,1,31,3,2,6,6,1,1
48,2026-03-15 21:58:06,2026-03-15 22:00:23,136,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,26,5,2,7,5,2,1
49,2026-03-15 21:56:14,2026-03-15 22:00:26,251,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,51,5,2,6,5,5,2
50,2026-03-15 21:57:58,2026-03-15 22:00:27,148,1,EN-GB,1,,,,12,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,23,2,1,6,6,2,1
51,2026-03-15 21:57:03,2026-03-15 22:00:36,213,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,8,,,,,,,,,,,,,,,,,,,,,,,,,1,2,51,4,2,6,6,2,2
52,2026-03-15 21:55:24,2026-03-15 22:00:37,313,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,30,3,1,7,4,1,2
53,2026-03-15 21:56:23,2026-03-15 22:00:37,253,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,19,2,1,5,4,4,2
54,2026-03-15 21:56:33,2026-03-15 22:00:41,247,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,24,4,2,6,4,3,3
55,2026-03-15 21:55:25,2026-03-15 22:00:40,315,1,EN-GB,1,,,,,,,,,,,,,,,,,,,7,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,22,2,2,6,4,5,2
56,2026-03-15 21:56:18,2026-03-15 22:00:46,268,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,13,,,,,,,,,,,,,,,,,,,,,,,,,1,1,48,4,2,4,2,6,2
57,2026-03-15 21:55:50,2026-03-15 22:00:47,297,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,1,2,28,5,2,1,6,4,2
58,2026-03-15 21:55:55,2026-03-15 22:00:47,292,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,9,,,,,,,,,,,,,1,1,30,4,2,4,3,4,2
59,2026-03-15 21:57:00,2026-03-15 22:00:48,228,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,1,2,26,4,2,7,5,5,2
60,2026-03-15 21:55:39,2026-03-15 22:00:49,309,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,10,,,,,,,,,,,,,1,1,26,4,1,6,6,7,1
61,2026-03-15 21:56:08,2026-03-15 22:00:49,281,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,59,4,2,4,4,1,2
62,2026-03-15 21:58:20,2026-03-15 22:00:49,149,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,36,4,2,5,4,3,1
63,2026-03-15 21:55:53,2026-03-15 22:00:54,300,1,EN-GB,1,,,,,,,,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,65,3,2,7,5,5,2
64,2026-03-15 21:55:52,2026-03-15 22:00:54,302,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,7,,,,,,,,,,,,,,,,,,,,,,1,2,28,4,2,6,4,3,1
65,2026-03-15 21:57:17,2026-03-15 22:00:57,220,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,11,,,,,,,,,,,,,,,,,,,1,1,41,4,1,5,5,3,1
66,2026-03-15 21:58:46,2026-03-15 22:01:03,136,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,44,6,2,6,6,4,2
67,2026-03-15 21:57:32,2026-03-15 22:01:03,211,1,EN-GB,1,,,,,,,,,,,,,1,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,21,2,2,2,4,4,2
68,2026-03-15 21:55:08,2026-03-15 22:01:06,357,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,36,4,2,6,7,4,2
69,2026-03-15 21:55:54,2026-03-15 22:01:12,317,1,EN-GB,1,11,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,50,4,2,5,3,3,2
70,2026-03-15 21:55:34,2026-03-15 22:01:18,343,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,43,2,2,7,6,7,1
71,2026-03-15 21:56:13,2026-03-15 22:01:18,305,1,EN-GB,1,,,,,,,,,,,,,,,,,,,8,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,57,3,2,2,2,1,2
72,2026-03-15 21:56:51,2026-03-15 22:01:19,267,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,10,,,,,,,,,,,,,,,,1,2,34,4,1,7,7,4,2
73,2026-03-15 21:54:52,2026-03-15 22:01:23,390,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,21,2,2,6,5,4,2
74,2026-03-15 21:58:15,2026-03-15 22:01:26,191,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,13,,,,,,,,,,,,,,,,,,,,,,1,2,30,5,2,5,4,4,2
75,2026-03-15 21:57:37,2026-03-15 22:01:29,231,1,EN-GB,1,,,,,,,,,,2,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,65,7,2,6,6,3,1
76,2026-03-15 21:56:21,2026-03-15 22:01:29,307,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,,,,1,2,74,4,1,6,5,2,2
77,2026-03-15 21:57:48,2026-03-15 22:01:32,224,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,10,,,,,,,,,,,,,,,,,,,,,,1,2,32,2,2,5,7,5,2
78,2026-03-15 21:56:36,2026-03-15 22:01:33,297,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,,,,,,,,,,,,,1,1,35,5,3,7,4,1,2
79,2026-03-15 21:57:29,2026-03-15 22:01:34,244,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,45,7,2,3,3,1,2
80,2026-03-15 21:56:40,2026-03-15 22:01:35,295,1,EN-GB,1,,,,,,,,,,,,,,,,1,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,29,2,2,4,3,4,3
81,2026-03-15 21:56:43,2026-03-15 22:01:35,292,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,,,,,,,1,3,18,1,2,7,4,3,2
82,2026-03-15 21:57:38,2026-03-15 22:01:35,237,1,EN-GB,1,,,,,,,,,,,,,,,,,,,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,54,4,2,4,4,7,1
83,2026-03-15 21:57:33,2026-03-15 22:01:35,242,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,1,2,23,3,2,4,6,4,1
84,2026-03-15 21:57:07,2026-03-15 22:01:37,270,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,11,,,,,,,,,,,,,1,2,30,2,2,6,6,1,3
85,2026-03-15 21:57:37,2026-03-15 22:01:40,242,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,40,3,2,5,5,4,2
86,2026-03-15 21:57:03,2026-03-15 22:01:42,278,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,8,,,,,,,,,,1,1,35,4,1,5,3,2,2
87,2026-03-15 21:56:45,2026-03-15 22:01:46,300,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,7,,,,,,,,,,,,,1,1,41,4,1,5,5,2,1
88,2026-03-15 21:56:33,2026-03-15 22:01:53,319,1,EN-GB,1,,,,10,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,36,4,2,5,6,2,1
89,2026-03-15 21:57:06,2026-03-15 22:01:56,290,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,38,2,2,7,7,7,2
90,2026-03-15 21:57:25,2026-03-15 22:02:05,279,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,1,1,45,3,2,7,7,7,2
91,2026-03-15 21:54:53,2026-03-15 22:02:10,437,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,,,,1,2,69,2,2,6,5,6,1
92,2026-03-15 21:56:34,2026-03-15 22:02:11,336,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,13,,,,,,,,,,,,,,,,,,,,,,1,2,49,3,2,4,3,4,2
93,2026-03-15 21:56:54,2026-03-15 22:02:12,317,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,13,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,3,2,7,7,7,2
